,Hotels,Prices,Descriptions,Full_Descriptions
222,Occidental Atenea Mar - Adults Only,"€ 1,242",Multiple bed types,"Situated 150 metres from Barcelona’s Nova Mar Bella Beach, Occidental Atenea Mar - Adults Only offers sauna and gym, and a free WiFi zone. Each air-conditioned room features international satellite TV.

The hotel features a terrace with sea views and a seasonal infinity pool with hydromassage beds and seats. You can rent Balinese beds and sun loungers. There is also a seasonal snack bar, which is open from June to September.

Occidental Atenea Mar - Adults Only offers bright, functional rooms, many with views of the city or sea. They include a minibar, a free safe and a private bathroom with amenities.

The hotel’s Canela restaurant serves à la carte Mediterranean meals, and a varied breakfast buffet is available each morning. There are also many bars and restaurants on the nearby seafront promenade.

Regular bus services to central Barcelona stop outside the Occidental Atenea Mar - Adults Only, while Poble Nou Metro Station is a 10-minute walk away. The CCIB Conference Centre and Diagonal Mar Shopping Centre are just 1 km from the hotel."
223,Boutique Apartments 23 Barcelona,"€ 1,343",1 double bed,"Boutique Apartments 23 Barcelona is located in the Gràcia district of Barcelona, 1.4 km from Casa Batllo, 1.3 km from Sagrada Familia and 1.7 km from Passeig de Gracia. It is situated less than 1 km from La Pedrera and provides a lift. The aparthotel features quiet street views, a sun terrace, and free WiFi is available.

Accommodation is fitted with air conditioning, a fully equipped kitchen with a dining area, a flat-screen TV and a private bathroom with shower and a hair dryer. There is also a fridge, kitchenware and a kettle. At the aparthotel, units include bed linen and towels.

There is a coffee shop and lounge.

Sightseeing tours are available in the vicinity of the property.

Passeig de Gracia Metro Station is 1.6 km from the aparthotel, while Palau de la Musica Catalana is 2.4 km from the property. The nearest airport is Barcelona El Prat Airport, 14 km from Boutique Apartments 23 Barcelona."
224,Hotel Serhs Carlit,"€ 1,090",1 double bed,"Hotel Serhs Carlit is located in Barcelona, 900 metres from the iconic Sagrada Família Basilica and Passeig de Gràcia Boulevard. It offers a 24-hour reception and air-conditioned rooms, all with free WiFi and a flat-screen satellite TV.

The Serhs Carlit is a 10-minute walk from Arc de Triomf, with Ciutadella Park and the trendy Born district just beyond. You can walk to the Agbar Tower in 15 minutes.

Tetuan Metro Station is just 200 metres away, just 1 stop away from Passeig de Gràcia. Estació del Nord Bus Station is 750 metres away.

The hotel has a café-bar serving a daily buffet breakfast, as well as snacks and drinks throughout the day. Staff at reception can provide information about what to see and do in Barcelona, as well as offering restaurant recommendations."
225,Bcn Paseo De Gracia Rocamora Apartment,"€ 3,366","5 beds (4 singles, 1 double)","Bcn Paseo De Gracia Rocamora Apartment has three different addresses: In Paseo de Gracia 51 there are several apartments with two and three bedrooms; Pau Claris street 97 is a 3-bedroom penthouse with a terrace and Caspe street 30 is a 2-bedroom penthouse with a terrace.

The three buildings are very close together and offer modern apartments with free Wi-Fi and a private balcony or terrace.

Air-conditioned and heated, the apartments include a living area with a flat-screen TV and DVD player. Each has a modern kitchen, equipped with an oven, dishwasher, and washing machine.

Bcn Paseo De Gracia Rocamora Apartment also includes a private bathroom with a bath or a shower. Hairdryer, towels and bed linen are provided.

Centrally located, the apartments are within a 10-minute of Las Ramblas, and La Pedrera in around 10 minutes away on foot. Regular airport train leaves from Passeig de Gracia Train Station, located within 200 metres of the apartments."
226,BYPILLOW House,€ 868,2 single beds,"BYPILLOW House offers air-conditioned rooms with balcony and free WiFi and private parking. The property is 300 metres from Maragall Metro Station connected to famous Sagrada Familia and o the popular sandy Barceloneta Beach in Barcelona.

Fitted with wooden floor, bright rooms have an en suite bathroom with free toiletries and bath or shower. Suites come with 2 separate areas with 2 double beds.

Buses to the city centre leave from a bus station located 200 metres away. Plaza Catalunya is 30 minutes by public transports and you can reach fashionable Passeig de Gracia in 20 minutes by metro."
227,You Stylish Beach Apartments,"€ 2,610","3 beds (2 singles, 1 double)","Some of these stylish apartments have  Mediterranean Sea views and free WiFi.

Decorated in light colours, the bright air-conditioned You Stylish Beach apartments feature private bathrooms, fully equipped kitchens and dining areas with a balcony. A flat-screen TV and a DVD player can be found in the living room.

Some apartments have access to a shared outdoor swimming pool and terrace.

Avinguda Diagonal Avenue and Selva de Mar Metro Station are both less than 600 metres from the apartments. Barcelona’s historic Gothic Quarter is just 6 metro stops away."
228,Victoria Diagonal Mar Barcelona,"€ 2,593","7 beds (6 singles, 1 large double)","Offering a balcony and free WiFi, Victoria Diagonal Mar Barcelona is a self-catering accommodation located in Barcelona. The property is 1 km from the sea and 4 km from the Rambla and Placa de Catalunya.

The apartment features air conditioning, 4 bedrooms, 2 bathrooms, 1 toilet and a seating area. There is a full kitchen with a dishwasher, washing machine and a microwave. A tumble dryer is also featured.

Victoria Diagonal Mar Barcelona is 4.5 km from from Maremagnum shopping centre and 4 km from Port Olympic. Barcelona El Prat Airport is located 18 km away. The property offers free parking."
229,"Torre Melina, a Gran Meliá Hotel","€ 3,323",Multiple bed types,"Set in 25,000 square metres of beautiful gardens and offering fantastic views of Barcelona, Torre Melina, a Gran Meliá Hotel is a luxury hotel set on Diagonal Avenue.

With unique experiences that will make this accommodation a benchmark in the Catalan capital, with access to the Palau de Congressos de Catalunya, the gardens of Torre Melina, and signature restaurants such as Erre Errechu and a cocktail bar by Erik Lorincz.

Spacious, air-conditioned rooms include a flat-screen TV, a minibar and a private bathroom with hairdryer and free toiletries.

The Torre Melina, a Gran Meliá Hotel is 15 minutes walk from FC Barcelona Camp Nou stadium. Zona Universitaria Metro Stop is 450 metres away, connecting you with the city centre in under 20 minutes.

Opening dates of the hotel's different spaces: Erre Urrechu 21.02, Chroma 15.04, Gala Terrace Easter - End of March, Beso Barcelona Restaurant May, Rooftop June and Spa May."
230,Fewdays Barcelona Apartments,"€ 2,357","3 beds (2 doubles, 1 sofa bed)","Located at different locations near Plaza Catalunya, Fewdays Barcelona Apartments offers stylish, air-conditioned apartments with free Wi-Fi. They feature a fully equipped kitchen.

The bright apartments feature a modern, minimalistic décor and parquet floors. Each one has a lounge area with a TV and CD player, and a kitchen equipped with an oven, microwave and coffee machine. The bathrooms include a washer-dryer.

Barcelona’s Passeig de Gracia is around 5 minutes’ walk away and offers a range of designer shops, as well as Gaudí’s Casa Batlló and La Pedrera houses. Central Barcelona offers a wide selection of restaurants and bars.

Airport buses leave from Plaza Catalunya, which is also connected via many metro and bus lines to the rest of the city. Parking is available nearby for an extra cost."
231,Victoria City Center Barcelona,"€ 3,447","9 beds (8 singles, 1 large double)","Set on the corner of Plaza Catalunya and Passeig de Gracia, Victoria City Center Barcelona is a 5-bedroom duplex apartment. This stylish air-conditioned property has a balcony.

Featuring free WiFi, it offers 1 double bedroom, 4 twin bedrooms and 2 bathrooms with a hairdryer. A dishwasher, oven, washing machine and coffee machine can be found in the well-equipped kitchen, while the living room includes a sofa and flat-screen TV. A tumble dryer is also featured.

The famous La Rambla Boulevard starts 300 metres from Victoria City Center Barcelona. You can find a wide variety of bars, restaurants and designer shops on Passieg de Gracia, as well as Gaudi’s famous La Pedrera and Casa Batlló buildings.

Barcelona El Prat Airport is located 13 km from the property and an airport shuttle service is available for a supplement. Catalunya Train and Metro Station is 50 metres from the apartment."
232,Nice apartment BCN two rooms wifi,€ 511,Managed by a private host,"Nice apartment BCN two rooms wifi has a balcony and is situated in Barcelona, within just 1.5 km of Casa Batllo and 1.9 km of Passeig de Gracia. The property is around 1.8 km from Passeig de Gracia Metro Station, 2.3 km from Plaça Catalunya and 2.7 km from Park Güell. Free WiFi is available throughout the property and La Pedrera is 1.1 km away.

The apartment is composed of 1 separate bedroom, a fully equipped kitchen, and 1 bathroom. A flat-screen TV is available. The property offers garden views.

Palau de la Musica Catalana is 2.8 km from the apartment, while Tivoli Theatre is 2.8 km from the property. The nearest airport is Barcelona El Prat Airport, 14 km from Nice apartment BCN two rooms wifi."
