,Hotels,Prices,Descriptions,Full_Descriptions
296,Happy T1 tout équipé - confort - Vieux Port,€ 764,Managed by a private host,"In the Vieux Port - La Canebière district of Marseille, close to Saint-Ferreol Street, Happy T1 tout équipé - confort - Vieux Port has free WiFi and a washing machine. The property is close to several well-known attractions, 1.4 km from Notre-Dame de la Garde Basilica, 1.6 km from Museum of European and Mediterranean Civilisations and 1.8 km from Joliette Metro Station. The property is 1.9 km from Plage des Catalans, and within 300 metres of the city centre.

The air-conditioned apartment consists of 1 bedroom, a living room, a fully equipped kitchen with a microwave and a coffee machine, and 1 bathroom with a shower and a hair dryer. Towels and bed linen are offered in the apartment. This apartment is non-smoking and soundproof.

Popular points of interest near the apartment include Vieux Port Metro station, Castellane Metro Station and Palais du Pharo. The nearest airport is Marseille Provence Airport, 23 km from Happy T1 tout équipé - confort - Vieux Port."
297,Splendeur du Vieux-Port,€ 732,Managed by a private host,"In a central area of Marseille, set within a short distance of Saint-Ferreol Street and Castellane Metro Station, Splendeur du Vieux-Port offers free WiFi, air conditioning and household amenities such as a toaster and coffee machine. The property is around 2.2 km from Plage des Catalans, 2.7 km from La Timone Metro Station and 1.8 km from Joliette Metro Station. Les Terrasses du Port Shopping Centre is 2 km from the apartment and Notre-Dame de la Garde Basilica is 1.9 km away.

The apartment features 2 bedrooms, a flat-screen TV, a fully equipped kitchen with an oven and a microwave, a washing machine, and 1 bathroom with a shower.

Popular points of interest near the apartment include Vieux Port Metro station, Marseille Saint-Charles Train Station and Museum of European and Mediterranean Civilisations. The nearest airport is Marseille Provence Airport, 22 km from Splendeur du Vieux-Port."
298,Coeur Vieux Port tout équipé,€ 764,Managed by a private host,"In a central area of Marseille, set within a short distance of Plage des Catalans and Saint-Ferreol Street, Coeur Vieux Port tout équipé offers free WiFi, air conditioning and household amenities such as a fridge and coffee machine. This apartment offers accommodation with a balcony. The property is non-smoking and is located 2.8 km from Fausse Monnaie.

The apartment features 1 bedroom, a flat-screen TV, a fully equipped kitchen with a microwave and a toaster, a washing machine, and 1 bathroom with a shower. Towels and bed linen are featured in the apartment.

Popular points of interest near the apartment include Vieux Port Metro station, Castellane Metro Station and Palais du Pharo. The nearest airport is Marseille Provence Airport, 23 km from Coeur Vieux Port tout équipé."
299,Golden Tulip Marseille Euromed,"€ 1,093",1 extra-large double bed,"Situated just 500 metres from Les Terrasses du Port shopping centre in Marseille, Golden Tulip Marseille Euromed boasts sea views as well as free access to a fitness area, indoor pool and sun terrace. Guests can enjoy a drink at the bar or a meal in the La Table restaurant. Free WiFi is provided.

Rooms feature air conditioning, a flat-screen TV and a private bathroom with a bath or shower, free toiletries and hairdryer. The suites have a seating area to relax in after a busy day. Access to the upper floors and rooms is secure and by magnetic access card only.

There is a 24-hour front desk at the property. The hotel also boasts a food truck, a body care bar and tandem bicycles.

Velodrome Stadium is 5 km from Golden Tulip Marseille Euromed. Gare Maritime is 1 km from the property while the nearest airport is Marseille Provence Airport, 25 km away. Public parking is available nearby and guests can buy a parking package at the reception."
300,Wonderful place near Vieux Port 56m2,"€ 1,516","2 beds (1 double, 1 sofa bed)","Located in Marseille, 600 metres from Vieux Port Metro station and 1.3 km from Joliette Metro Station, Wonderful place near Vieux Port 56m2 provides accommodation with amenities such as free WiFi and a flat-screen TV. Guests staying at this apartment have access to a balcony. The property is less than 1 km from the city centre and 2.4 km from Plage des Catalans.

The air-conditioned apartment consists of 1 bedroom, a living room, a fully equipped kitchen with a microwave and a coffee machine, and 1 bathroom with a shower and a hair dryer. The accommodation is non-smoking.

Popular points of interest near the apartment include Marseille Saint-Charles Train Station, Saint-Ferreol Street and Les Terrasses du Port Shopping Centre. The nearest airport is Marseille Provence Airport, 22 km from Wonderful place near Vieux Port 56m2."
301,Le mas du grand Pin,"€ 1,061",Managed by a private host,"Located 3.7 km from Orange Velodrome Stadium, 3.9 km from Rond-Point du Prado Metro Station and 5.1 km from La Timone Metro Station, Le mas du grand Pin features accommodation set in Marseille. Free WiFi is available throughout the property and private parking is available on site. The property is non-smoking and is situated 3.5 km from Marseille Chanot Exhibition and Convention Centre.

The villa features 4 bedrooms, 2 bathrooms, bed linen, towels, a flat-screen TV, a fully equipped kitchen, and a terrace with garden views.

Guests at the villa can enjoy walking tours nearby, or make the most of the garden.

Castellane Metro Station is 5.8 km from Le mas du grand Pin, while Notre-Dame de la Garde Basilica is 7.4 km from the property. The nearest airport is Marseille Provence Airport, 30 km from the accommodation."
302,Grand 2 chambres avec balcon Parc Longchamp,€ 921,Managed by a private host,"Set in Marseille in the Provence-Alpes-Côte d'Azur region, Grand 2 chambres avec balcon Parc Longchamp has a balcony. It is located 2.4 km from La Timone Metro Station and offers a lift. Free WiFi is available throughout the property and Marseille Saint-Charles Train Station is 1.4 km away.

The spacious apartment has 2 bedrooms, 1 bathroom, bed linen, towels, a TV with satellite channels, a dining area, a fully equipped kitchen, and a terrace with city views. The accommodation is non-smoking.

Joliette Metro Station is 2.7 km from the apartment, while Les Terrasses du Port Shopping Centre is 2.9 km from the property. The nearest airport is Marseille Provence Airport, 23 km from Grand 2 chambres avec balcon Parc Longchamp."
303,L'Occitane - Idéalement situé et entièrement rénové,€ 745,"2 beds (1 sofa bed, 1 large double)","L'Occitane - Idéalement situé et entièrement rénové in Marseille provides accommodation with free WiFi, 2.9 km from Fausse Monnaie, 300 metres from Saint-Ferreol Street and 1.2 km from Castellane Metro Station. The property is located 2.6 km from La Timone Metro Station, 1.5 km from Notre-Dame de la Garde Basilica and 1.9 km from Joliette Metro Station. The property is 400 metres from the city centre and 2.1 km from Plage des Catalans.

The 1-bedroom apartment comes with a living room with a TV, a fully equipped kitchen with an oven and a microwave, and 1 bathroom with a hair dryer. Towels and bed linen are featured in the apartment. The accommodation is non-smoking.

Popular points of interest near the apartment include Vieux Port Metro station, Marseille Saint-Charles Train Station and Museum of European and Mediterranean Civilisations. The nearest airport is Marseille Provence Airport, 23 km from L'Occitane - Idéalement situé et entièrement rénové."
304,Aparthotel Adagio Access Marseille Prado Périer,€ 791,2 single beds," Aparthotel Adagio Access Marseille Prado Périer is located in a residential district, 750 metres from the Palais des Congrès and 1 km from the Velodrome Stadium. This aparthotel offers an indoor swimming pool. Perier Metro Station is just 150 metres away and WiFi access is free.

A fully-equipped kitchen equipped with hotplates is a standard facility in the accommodation at Aparthotel Adagio Access Marseille Prado Périer. All studios and apartments have an LCD TV and some have a separate bedroom.

A buffet breakfast of French viennoiseries is served every morning in Aparthotel Adagio Access Marseille Prado Périer 's breakfast room. Children from 4 to 11 years old can enjoy it at a reduced rate. There are drinks and snacks vending machines in the 24-hour reception, which also has luggage storage.

The property can be accessed from the A50, a 5-minute drive away. Guests can enjoy the beach 4 km away. Marseille Old Port is 3 km away and Parc Chanot is an 8-minute walk from this residence. Public parking is available nearby for an additional charge."
305,Studio Charles de Gaulle - Vieux Port,€ 748,Managed by a private host,"Set in Marseille, Studio Charles de Gaulle - Vieux Port offers self-catering accommodation with free WiFi. The unit is 1.4 km from Palais du Pharo.

Orange Velodrome Stadium is 3.1 km from Studio Charles de Gaulle - Vieux Port, while La Canebiere is 200 metres away. The nearest airport is Marseille Provence Airport, 20 km from the property."
306,BATEAU Le BER'AMAR L'ESTAQUE,€ 631,Managed by a private host,"BATEAU Le BER'AMAR L'ESTAQUE is situated in the L'Estaque district of Marseille, 10 km from Museum of European and Mediterranean Civilisations, 10 km from Vieux Port Metro station and 10 km from Marseille Saint-Charles Train Station. With free private parking, the property is 2.9 km from Plage du Fontin and 9.1 km from Les Terrasses du Port Shopping Centre. The property is non-smoking and is located 9.3 km from Joliette Metro Station.

Saint-Ferreol Street is 11 km from the boat, while Palais du Pharo is 12 km away. The nearest airport is Marseille Provence Airport, 17 km from BATEAU Le BER'AMAR L'ESTAQUE."
